ERP_P_18,Estimated resident population - Persons - year ended 30 June,Persons - 80-84 years (no.),,,,,162224,167668,174192,179183,183953,
ERP_P_19,Estimated resident population - Persons - year ended 30 June,Persons - 85 and over (no.),,,,,170067,172141,175306,179983,183948,
ERP_P_21,Estimated resident population - Persons - year ended 30 June,Persons - 0-4 years (%),,,,,6.2,6.1,6,5.9,5.9,
ERP_P_22,Estimated resident population - Persons - year ended 30 June,Persons - 5-9 years (%),,,,,6.4,6.3,6.3,6.3,6.2,
ERP_P_23,Estimated resident population - Persons - year ended 30 June,Persons - 10-14 years (%),,,,,6,6.1,6.2,6.3,6.3,
ERP_P_24,Estimated resident population - Persons - year ended 30 June,Persons - 15-19 years (%),,,,,5.9,5.9,5.7,5.7,5.9,
ERP_P_25,Estimated resident population - Persons - year ended 30 June,Persons - 20-24 years (%),,,,,6.9,6.8,6.6,6.3,6.3,
ERP_P_26,Estimated resident population - Persons - year ended 30 June,Persons - 25-29 years (%),,,,,7.5,7.5,7.3,7,6.9,
ERP_P_27,Estimated resident population - Persons - year ended 30 June,Persons - 30-34 years (%),,,,,7.4,7.4,7.4,7.4,7.3,
ERP_P_28,Estimated resident population - Persons - year ended 30 June,Persons - 35-39 years (%),,,,,6.9,7,7.2,7.2,7.2,
ERP_P_29,Estimated resident population - Persons - year ended 30 June,Persons - 40-44 years (%),,,,,6.4,6.3,6.3,6.4,6.5,
ERP_P_30,Estimated resident population - Persons - year ended 30 June,Persons - 45-49 years (%),,,,,6.6,6.6,6.5,6.4,6.2,
ERP_P_31,Estimated resident population - Persons - year ended 30 June,Persons - 50-54 years (%),,,,,6,5.9,6,6.1,6.2,
ERP_P_32,Estimated resident population - Persons - year ended 30 June,Persons - 55-59 years (%),,,,,6.2,6.2,6.1,6,5.9,
ERP_P_33,Estimated resident population - Persons - year ended 30 June,Persons - 60-64 years (%),,,,,5.5,5.6,5.7,5.8,5.8,
ERP_P_34,Estimated resident population - Persons - year ended 30 June,Persons - 65-69 years (%),,,,,4.9,4.9,5,5,5.1,
ERP_P_35,Estimated resident population - Persons - year ended 30 June,Persons - 70-74 years (%),,,,,4.2,4.3,4.4,4.5,4.4,
ERP_P_36,Estimated resident population - Persons - year ended 30 June,Persons - 75-79 years (%),,,,,2.9,3,3.1,3.2,3.4,
ERP_P_37,Estimated resident population - Persons - year ended 30 June,Persons - 80-84 years (%),,,,,2,2.1,2.1,2.2,2.3,
ERP_P_38,Estimated resident population - Persons - year ended 30 June,Persons - 85 and over (%),,,,,2.1,2.1,2.2,2.2,2.3,
BD_2,Births and deaths - year ended 31 December,Births (no.),,,,96591,107343,98906,95459,101332,97884,
BD_3,Births and deaths - year ended 31 December,Total fertility rate (births per female) (rate),,,,1.78,1.79,1.78,1.76,1.72,1.72,
BD_4,Births and deaths - year ended 31 December,Deaths (no.),,,,52778,53633,56058,52485,56525,62980,
BD_5,Births and deaths - year ended 31 December,"Standardised death rate (per 1,000 people) (rate)",,,,5.4,5.3,5.3,5.2,5.1,5.2,
MIGRATION_2,Internal and overseas migration - year ended 30 June,Internal arrivals (no.),,,,,96034,97727,89873,96540,108784,82008
MIGRATION_3,Internal and overseas migration - year ended 30 June,Internal departures (no.),,,,,117706,119790,110760,113362,148119,116166
MIGRATION_4,Internal and overseas migration - year ended 30 June,Net internal migration (no.),,,,,-21672,-22063,-20887,-16822,-39335,-34158
MIGRATION_5,Internal and overseas migration - year ended 30 June,Overseas arrivals (no.),,,,,191451,194266,172953,72759,152865,252499
MIGRATION_6,Internal and overseas migration - year ended 30 June,Overseas departures (no.),,,,,100801,109723,114626,78699,83753,75359
MIGRATION_7,Internal and overseas migration - year ended 30 June,Net overseas migration (no.),,,,,90650,84543,58327,-5940,69112,177140
CENSUS_34,Aboriginal and Torres Strait Islander Peoples - Census,Aboriginal and Torres Strait Islander Peoples (no.),172620,,216171,,,,,278043,,
CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Census,Aboriginal and Torres Strait Islander Peoples (%),2.5,,2.9,,,,,3.4,,
CENSUS_4,Overseas born population - Census,Born in Oceania and Antarctica (excluding Australia) (%),,,2.4,,,,,2.3,,
CENSUS_5,Overseas born population - Census,Born in North-West Europe (%),,,5,,,,,4.7,,
CENSUS_6,Overseas born population - Census,Born in Southern and Eastern Europe (%),,,2.9,,,,,2.7,,
CENSUS_7,Overseas born population - Census,Born in North Africa and the Middle East (%),,,2.5,,,,,2.9,,
CENSUS_8,Overseas born population - Census,Born in South-East Asia (%),,,4,,,,,4.4,,
CENSUS_9,Overseas born population - Census,Born in North-East Asia (%),,,4.8,,,,,4.8,,
CENSUS_10,Overseas born population - Census,Born in Southern and Central Asia (%),,,3.6,,,,,4.8,,
CENSUS_11,Overseas born population - Census,Born in Americas (%),,,1.4,,,,,1.6,,
CENSUS_12,Overseas born population - Census,Born in Sub-Saharan Africa (%),,,1,,,,,1.1,,
CENSUS_35,Overseas born population - Census,Total born overseas (no.),,,2068036,,,,,2362364,,
CENSUS_13,Overseas born population - Census,Total born overseas (%),,,27.6,,,,,29.3,,
CENSUS_15,Religious affiliation - Census,Buddhism (%),2.9,,2.8,,,,,2.8,,
CENSUS_16,Religious affiliation - Census,Christianity (%),64.5,,55.2,,,,,47.6,,
CENSUS_17,Religious affiliation - Census,Hinduism (%),1.7,,2.4,,,,,3.4,,
CENSUS_18,Religious affiliation - Census,Islam (%),3.2,,3.6,,,,,4.3,,
CENSUS_19,Religious affiliation - Census,Judaism (%),0.6,,0.5,,,,,0.5,,
CENSUS_20,Religious affiliation - Census,Other religions (%),0.8,,0.9,,,,,1.1,,
CENSUS_40,Religious affiliation - Census,"Secular beliefs, other spiritual beliefs or no religion (%)",18.1,,25.5,,,,,33.2,,
CENSUS_22,Religious affiliation - Census,Religious affiliation inadequately described or not stated (%),8.3,,9.2,,,,,7.1,,
CENSUS_36,Australian citizenship - Census,Australian citizen (no.),5914275,,6186119,,,,,6756031,,
CENSUS_37,Australian citizenship - Census,Not an Australian citizen (no.),584339,,788942,,,,,903498,,
CENSUS_38,Australian citizenship - Census,Australian citizenship not stated (no.),419046,,505171,,,,,412628,,
CENSUS_29,Australian citizenship - Census,Australian citizen (%),85.5,,82.7,,,,,83.7,,
CENSUS_30,Australian citizenship - Census,Not an Australian citizen (%),8.4,,10.5,,,,,11.2,,
CENSUS_31,Australian citizenship - Census,Australian citizenship not stated (%),6.1,,6.8,,,,,5.1,,
CENSUS_39,Speaks a language other than English at home - Census,Speaks a language other than English at home (no.),1554335,,1882017,,,,,2146080,,
CENSUS_33,Speaks a language other than English at home - Census,Speaks a language other than English at home (%),22.5,,25.2,,,,,26.6,,
ADFS_2,Australian Defence Force service - Persons aged 15 years and over - Census,Currently serving in the Australian Defence Force (no.),,,,,,,,24513,,
ADFS_3,Australian Defence Force service - Persons aged 15 years and over - Census,Previously served in the Australian Defence Force (no.),,,,,,,,127657,,
ADFS_4,Australian Defence Force service - Persons aged 15 years and over - Census,Currently serving in the Australian Defence Force (%),,,,,,,,0.4,,
ADFS_5,Australian Defence Force service - Persons aged 15 years and over - Census,Previously served in the Australian Defence Force (%),,,,,,,,1.9,,
ING_MA_M,Estimated resident Aboriginal and Torres Strait Islander population - at 30 June,Median age - males (years),,,,,,,,22.6,,
ING_MA_F,Estimated resident Aboriginal and Torres Strait Islander population - at 30 June,Median age - females (years),,,,,,,,24.3,,
ING_MA_P,Estimated resident Aboriginal and Torres Strait Islander population - at 30 June,Median age - persons (years),,,,,,,,23.4,,
ING_WA1,Estimated resident Aboriginal and Torres Strait Islander population - at 30 June,Working age population (aged 15-64 years) (no.),,,,,,,,204377,,
ING_WA2,Estimated resident Aboriginal and Torres Strait Islander population - at 30 June,Working age population (aged 15-64 years) (%),,,,,,,,60.2,,
ING_ERP_P,Estimated resident Aboriginal and Torres Strait Islander population - at 30 June,Estimated resident Aboriginal and Torres Strait Islander population (no.),,,,,,,,339710,,
ING_M014,Estimated resident Aboriginal and Torres Strait Islander population - Males - at 30 June,Males - 0-14 years (no.),,,,,,,,59525,,
ING_M1524,Estimated resident Aboriginal and Torres Strait Islander population - Males - at 30 June,Males - 15-24 years (no.),,,,,,,,32705,,
ING_M2534,Estimated resident Aboriginal and Torres Strait Islander population - Males - at 30 June,Males - 25-34 years (no.),,,,,,,,24108,,
ING_M3544,Estimated resident Aboriginal and Torres Strait Islander population - Males - at 30 June,Males - 35-44 years (no.),,,,,,,,16640,,
ING_M4554,Estimated resident Aboriginal and Torres Strait Islander population - Males - at 30 June,Males - 45-54 years (no.),,,,,,,,15703,,
ING_M55OVER,Estimated resident Aboriginal and Torres Strait Islander population - Males - at 30 June,Males - 55 years and over (no.),,,,,,,,21736,,
ING_ERP_M,Estimated resident Aboriginal and Torres Strait Islander population - Males - at 30 June,Males - total (no.),,,,,,,,170417,,
ING_F014,Estimated resident Aboriginal and Torres Strait Islander population - Females - at 30 June,Females - 0-14 years (no.),,,,,,,,55670,,
ING_F1524,Estimated resident Aboriginal and Torres Strait Islander population - Females - at 30 June,Females - 15-24 years (no.),,,,,,,,30879,,
ING_F2534,Estimated resident Aboriginal and Torres Strait Islander population - Females - at 30 June,Females - 25-34 years (no.),,,,,,,,23841,,
ING_F3544,Estimated resident Aboriginal and Torres Strait Islander population - Females - at 30 June,Females - 35-44 years (no.),,,,,,,,17592,,
ING_F4554,Estimated resident Aboriginal and Torres Strait Islander population - Females - at 30 June,Females - 45-54 years (no.),,,,,,,,17153,,
ING_F55OVER,Estimated resident Aboriginal and Torres Strait Islander population - Females - at 30 June,Females - 55 years and over (no.),,,,,,,,24158,,
ING_ERP_F,Estimated resident Aboriginal and Torres Strait Islander population - Females - at 30 June,Females - total (no.),,,,,,,,169293,,
ING_P014,Estimated resident Aboriginal and Torres Strait Islander population - Persons - at 30 June,Persons - 0-14 years (no.),,,,,,,,115195,,
ING_P1524,Estimated resident Aboriginal and Torres Strait Islander population - Persons - at 30 June,Persons - 15-24 years (no.),,,,,,,,63584,,
ING_P2534,Estimated resident Aboriginal and Torres Strait Islander population - Persons - at 30 June,Persons - 25-34 years (no.),,,,,,,,47949,,
ING_P3544,Estimated resident Aboriginal and Torres Strait Islander population - Persons - at 30 June,Persons - 35-44 years (no.),,,,,,,,34232,,
ING_P4554,Estimated resident Aboriginal and Torres Strait Islander population - Persons - at 30 June,Persons - 45-54 years (no.),,,,,,,,32856,,
ING_P55OVER,Estimated resident Aboriginal and Torres Strait Islander population - Persons - at 30 June,Persons - 55 years and over (no.),,,,,,,,45894,,
ING_CULTID,Culture,"Identifies with tribal group, language group, clan, mission or regional group (%)",,56.3,,,,59.6,,,,
ING_HLTC1,Culture,Recognises an area as homelands/traditional country (%),,71.2,,,,72.6,,,,
ING_HLTC2,Culture,Recognises and lives in homelands/traditional country (%),,26.4,,,,29.4,,,,
ING_HLTC3,Culture,Recognises and allowed to visit homelands/traditional country (%),,42.9,,,,41.6,,,,
ING_LANG1,Language - Census,Speakers of an Aboriginal or Torres Strait Islander language who identify as Aboriginal and/or Torres Strait Islander (%),0.7,,0.9,,,,,1.9,,
ING_LANG2,Language - Census,Speaks English at home (%),98.3,,98,,,,,96.9,,
ING_EETP1,"Engagement in employment, education or training - Census",Fully engaged (%),42.5,,43.4,,,,,42.7,,
ING_EETP2,"Engagement in employment, education or training - Census",Partially or at least partially engaged (%),16.8,,17.4,,,,,20.3,,
ING_EETP3,"Engagement in employment, education or training - Census",Not engaged (%),40.7,,39.2,,,,,37,,
ING_YR12ATT,Education - Census,Attained year 12 or equivalent or Certificate III or above (aged 20-24 years) (Closing the Gap measure) (%),53.5,,64.3,,,,,69.3,,
ING_EMP1,Labour force status - Census,Employed (no.),46248,,64093,,,,,92356,,
ING_EMP2,Labour force status - Census,% of total labour force employed,83,,84.5,,,,,90,,
ING_UNEMP1,Labour force status - Census,Unemployed (no.),9496,,11769,,,,,10223,,
ING_UNEMP2,Labour force status - Census,% of total labour force unemployed,17,,15.5,,,,,10,,
ING_LABF,Labour force status - Census,In the labour force (no.),55748,,75865,,,,,102579,,
ING_LFPR,Labour force status - Census,Labour force participation rate (%),56.4,,59.7,,,,,62.6,,
ING_NILF,Labour force status - Census,Not in the labour force (%),43.6,,40.4,,,,,37.4,,
ING_1564,Labour force status - Census,Total responding population aged 15-64 years (no.),98901,,127179,,,,,163828,,
ING_EMP3,Labour force status - Census,% of total Census responding population employed,46.8,,50.4,,,,,56.4,,
ING_UA1,Unpaid assistance to a person with a disability - Census,Provided unpaid assistance (no.),14988,,20600,,,,,27147,,
ING_UA2,Unpaid assistance to a person with a disability - Census,Provided unpaid assistance (%),13.6,,14.5,,,,,14.6,,
ING_UPCC1,Unpaid child care - Census,Cared for own child/children (no.),22992,,29256,,,,,38602,,
ING_UPCC2,Unpaid child care - Census,Cared for own child/children (%),20.9,,20.6,,,,,20.8,,
ING_UPCC3,Unpaid child care - Census,Cared for other child/children (no.),9080,,11740,,,,,12373,,
ING_UPCC4,Unpaid child care - Census,Cared for other child/children (%),8.3,,8.3,,,,,6.7,,
ING_UPCC5,Unpaid child care - Census,Total provided unpaid child care (no.),33551,,42758,,,,,53152,,
ING_UPCC6,Unpaid child care - Census,Total provided unpaid child care (%),30.5,,30.1,,,,,28.7,,
ING_UPCC7,Unpaid child care - Census,Did not provide unpaid child care (no.),65752,,88442,,,,,122358,,
ING_UPCC8,Unpaid child care - Census,Did not provide unpaid child care (%),59.8,,62.3,,,,,66,,
ING_VOLWP1,Voluntary work for an organisation or group - Census,Volunteered for an organisation or group (no.),14652,,21598,,,,,19979,,
ING_VOLWP2,Voluntary work for an organisation or group - Census,Volunteered for an organisation or group (%),13.3,,15.2,,,,,10.8,,
ING_SAHLTH,Self-assessed health,Excellent/very good self-assessed health (%),,38.8,,,,46.5,,,,
ING_DISAB1,Disability status,Profound/severe core activity limitation (no.),,,,,,22220,,,,
ING_DISAB2,Disability status,Moderate/mild core activity limitation (no.),,,,,,39193,,,,
ING_DISAB3,Disability status,Schooling/employment restriction only (no.),,,,,,15511,,,,
ING_DISAB4,Disability status,No limitation or specific restriction (no.),,,,,,24311,,,,
ING_DISAB5,Disability status,Total with disability (no.),,,,,,101443,,,,
ING_DISAB6,Disability status,Total with disability (%),,,,,,37.3,,,,
ING_DISAB7,Disability status,Has no disability or long-term health condition (%),,,,,,62.9,,,,
ING_LTHC1,Current long-term health conditions,No current long-term health conditions (%),,,,,,29.5,,,,
ING_LTHC2,Current long-term health conditions,One long-term health condition (no.),,,,,,44246,,,,
ING_LTHC3,Current long-term health conditions,Two long-term health conditions (no.),,,,,,36924,,,,
ING_LTHC4,Current long-term health conditions,Three or more long-term health conditions (no.),,,,,,109503,,,,
ING_LTHC5,Current long-term health conditions,Total with one or more current long-term health conditions (no.),,,,,,191947,,,,
ING_LTHC6,Current long-term health conditions,Total with one or more current long-term health conditions (%),,,,,,70.6,,,,
ING_USP1,Usual and preferred health service providers,Aboriginal Medical Service is usual health service provider (no.),,,,,,69204,,,,
ING_USP2,Usual and preferred health service providers,Aboriginal Medical Service is usual health service provider (%),,,,,,25.5,,,,
ING_USP3,Usual and preferred health service providers,Aboriginal Medical Service is preferred health service provider is (no.),,,,,,122451,,,,
ING_USP4,Usual and preferred health service providers,Aboriginal Medical Service is preferred health service provider (%),,,,,,45.1,,,,
ING_ALC1,Health risk factor - Alcohol consumption,Did not exceed life time alcohol risk levels (2009 guidelines) (no.),,107099,,,,141997,,,,
ING_ALC2,Health risk factor - Alcohol consumption,Did not exceed life time alcohol risk levels (2009 guidelines) (%),,77.3,,,,78.7,,,,
ING_SMK1,Health risk factor - Smoker status,Ex smoker/never smoked (no.),,83789,,,,115500,,,,
ING_SMK2,Health risk factor - Smoker status,Ex smoker/never smoked (%),,60.5,,,,64,,,,
